10.000000, 10.000000, 10.000000,
-1.000000, -1.000000, -1.000000,
1.000000, 1.000000, 1.000000,
0.033171, 0.033171, 0.469632,
-0.022729, 0.033219, 0.470318,
-0.085214, -0.284859, -0.265953,
0.172668, 0.203147, 0.054949,
0.248370, 0.217499, -0.081573,
0.261255, 0.044040, 0.113517,
0.228656, 0.037481, 0.151497,
0.307600, -0.161231, -0.288087,
0.130066, -0.050627, -0.195173,
0.479537, 0.051531, -0.240438,
0.033219, -0.022729, 0.470318,
-0.022762, -0.022762, 0.471007,
0.137901, 0.238499, -0.167990,
-0.208800, 0.089220, -0.051504,
-0.183148, 0.229522, 0.166521,
-0.295919, -0.065655, -0.133217,
0.121874, -0.021077, 0.229083,
0.051880, -0.170664, -0.245616,
0.086100, 0.101691, 0.001730,
0.470767, -0.322446, -0.261170,
0.032759, -0.077587, 0.463800,
-0.022446, -0.077698, 0.464463,
-0.090494, 0.249781, 0.041422,
-0.126470, -0.074091, 0.198494,
-0.267378, 0.053986, 0.383361,
-0.314976, 0.119821, -0.098714,
-0.444856, 0.278696, 0.299495,
0.042805, 0.168239, 0.220439,
0.156947, -0.079754, -0.030353,
0.293046, 0.240045, -0.271766,
0.031846, -0.129062, 0.450879,
-0.021819, -0.129237, 0.451491,
0.189143, -0.139252, 0.198843,
-0.020769, 0.344788, 0.399072,
-0.201561, 0.324166, 0.166098,
-0.092594, 0.128082, 0.366670,
-0.460005, 0.085543, 0.139690,
-0.236890, -0.104357, 0.127239,
-0.241657, -0.074926, 0.128830,
0.348769, -0.168497, 0.236315,
0.030583, -0.175449, 0.432989,
-0.020952, -0.175670, 0.433535,
0.130936, 0.233817, 0.110468,
-0.140218, 0.088493, 0.557109,
-0.043001, 0.027992, 0.537664,
-0.485303, -0.077376, 0.245596,
-0.207331, -0.129314, 0.250849,
-0.228818, 0.130431, -0.173652,
0.094957, -0.213031, 0.199555,
-0.044479, 0.284787, -0.097405,
0.024224, 0.138969, 0.342960,
-0.016603, 0.139206, 0.343544,
0.198574, -0.042180, 0.225142,
-0.019915, 0.124198, 0.282737,
0.018005, -0.114057, 0.363497,
-0.092053, 0.160667, -0.044213,
-0.068072, 0.147428, 0.044031,
0.040138, -0.100662, 0.186117,
0.142983, -0.027132, 0.098615,
0.012112, -0.027720, 0.255237,
0.025586, 0.103691, 0.362246,
-0.017538, 0.103882, 0.362911,
-0.308618, 0.016608, -0.092505,
-0.122606, 0.001273, 0.431482,
